CF_FRG,CF_SMILES,Analyticon_SMILES,Analyticon_ID,Substructure_SMILES,Analyticon_2D_Mol,CF_2D_Mol,Substructure_2D_Mol,Exit_Atom_Numbers,Substructure_Exit_Atoms,ChEMBL_Molecule_ID,ChEMBL_Activity_ID,ChEMBL_Assay_ID,ChEMBL_Assay_Type,pChEMBL_Value,ChEMBL_Relation,ChEMBL_Standard_Unit,ChEMBL_Standard_Value,ChEMBL_Target_ID,ChEMBL_Value_Type,units,value,ChEMBL_Assay_Confidence_Description,ChEMBL_Assay_Confidence_Score,ChEMBL_Assay_Description,ChEMBL_Target_Organism,ChEMBL_Target_Name,ChEMBL_Target_Type
FRG145,Clc1ccc(-c2c[nH]c([C@@H]3COCCN3)n2)s1,CC(=O)N1CCC(N2CCOC[C@H]2c2nc(-c3ccc(Cl)s3)c[nH]2)CC1,NAT41-530308,Clc1ccc(-c2c[nH]c([C@@H]3COCCN3)n2)s1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1806d0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a41f6f0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019e4e160>,[14],<rdkit.Chem.rdchem.Mol object at 0x7f501af00c20>,CHEMBL3437292,21115117.0,CHEMBL4649941,F,,=,%,5.96,CHEMBL4662928,Percent Effect,%,5.96026490066226,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG168,NC[C@H]1O[C@H](Cc2cc(-c3ccccc3)on2)CC[C@@H]1O,O[C@H]1CC[C@@H](Cc2cc(-c3ccccc3)on2)O[C@@H]1CNCC1CC1,NAT12-540553,NC[C@H]1O[C@H](Cc2cc(-c3ccccc3)on2)CC[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f501a2a6890>,<rdkit.Chem.rdchem.Mol object at 0x7f501a732d90>,<rdkit.Chem.rdchem.Mol object at 0x7f5019fdf510>,[0],<rdkit.Chem.rdchem.Mol object at 0x7f501af03740>,CHEMBL3437354,21114994.0,CHEMBL4649941,F,,=,%,-6.774,CHEMBL4662928,Percent Effect,%,-6.7741935483871,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG236,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,CC(C)CN1CCOC[C@H](Oc2ccc(S(C)(=O)=O)cc2)C1,NAT47-552461,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0a67f0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a39bf10>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df5710>,[11],<rdkit.Chem.rdchem.Mol object at 0x7f501af84180>,CHEMBL3437176,20795974.0,CHEMBL4649941,F,,=,%,-0.9677,CHEMBL4662928,Percent Effect,%,-0.96774193548387,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG236,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,Cc1nc(C)c(CN2CCOC[C@H](Oc3ccc(S(C)(=O)=O)cc3)C2)s1,NAT47-552478,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a214ea0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3d86d0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df4810>,[11],<rdkit.Chem.rdchem.Mol object at 0x7f501af84400>,CHEMBL3437308,21593303.0,CHEMBL4649941,F,,=,%,2.581,CHEMBL4662928,Percent Effect,%,2.58064516129033,Homologous single protein target assigned,8,"Biomol Green assay for MtCoaBC inhibitor, OD650 read",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Coenzyme A biosynthesis bifunctional protein CoaBC,SINGLE PROTEIN
FRG001,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,O[C@@H]1C[C@@H](c2nc(-c3ccc(F)cc3)no2)N(C2CCOCC2)C1,NAT18-349780,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1ba250>,<rdkit.Chem.rdchem.Mol object at 0x7f501abc71a0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a08cb80>,[3],<rdkit.Chem.rdchem.Mol object at 0x7f501b56aac0>,CHEMBL3437454,21377638.0,CHEMBL4649965,F,,=,%,-25.62,CHEMBL4105939,Percent Effect,%,-25.6199099140088,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG001,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,Cc1ccc(CN2C[C@H](O)C[C@H]2c2nc(-c3ccc(F)cc3)no2)cc1,NAT18-349783,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1b9cb0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a6f5ad0>,<rdkit.Chem.rdchem.Mol object at 0x7f501bc740e0>,[3],<rdkit.Chem.rdchem.Mol object at 0x7f501b56a7a0>,CHEMBL3437550,21537271.0,CHEMBL4649965,F,,=,%,-11.71,CHEMBL4105939,Percent Effect,%,-11.7117117117117,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CN1C[C@H](O)C[C@H]1c1nc(-c2ccc3c(c2)OCO3)no1,NAT18-381860,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1ead40>,<rdkit.Chem.rdchem.Mol object at 0x7f501a7757b0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019ebf740>,"[0, 15, 18]",<rdkit.Chem.rdchem.Mol object at 0x7f501b521120>,CHEMBL3437452,20899162.0,CHEMBL4649965,F,,=,%,-2.968,CHEMBL4105939,Percent Effect,%,-2.96835875256089,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CN1C[C@H](O)C[C@H]1c1nc(-c2ccc(OC(F)(F)F)cc2)no1,NAT18-381915,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a216ca0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a7771f0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019ee5e90>,"[0, 15]",<rdkit.Chem.rdchem.Mol object at 0x7f501b5202c0>,CHEMBL3437517,21855802.0,CHEMBL4649965,F,,=,%,-26.65,CHEMBL4105939,Percent Effect,%,-26.6489162929746,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG070,COc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,COc1ccc(-c2nnc([C@H]3CCN(CC(C)(C)C)C3)o2)cc1,NAT31-459655,COc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0cfba0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a640310>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f0d030>,[13],<rdkit.Chem.rdchem.Mol object at 0x7f501b3302c0>,CHEMBL3436819,22014512.0,CHEMBL4649965,F,,=,%,-3.781,CHEMBL4105939,Percent Effect,%,-3.78088175076209,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG070,COc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,COc1ccc(-c2nnc([C@H]3CCN(CC4CC4)C3)o2)cc1,NAT31-459673,COc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0cd440>,<rdkit.Chem.rdchem.Mol object at 0x7f501a641710>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f0ee30>,[13],<rdkit.Chem.rdchem.Mol object at 0x7f501b3307c0>,CHEMBL3436777,21058550.0,CHEMBL4649965,F,,=,%,13.65,CHEMBL4105939,Percent Effect,%,13.6539423995632,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG073,Clc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,Clc1ccc(-c2nnc([C@H]3CCN(C4CCCCC4)C3)o2)cc1,NAT31-458869,Clc1ccc(-c2nnc([C@H]3CCNC3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a23f6f0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a6850d0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f3c4f0>,[12],<rdkit.Chem.rdchem.Mol object at 0x7f501b331760>,CHEMBL3436914,21377660.0,CHEMBL4649965,F,,=,%,-3.49,CHEMBL4105939,Percent Effect,%,-3.48969470858547,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG074,c1cc(-c2nnc([C@H]3CCNC3)o2)ccn1,c1cc(-c2nnc([C@H]3CCN(C4CCCCC4)C3)o2)ccn1,NAT31-459164,c1cc(-c2nnc([C@H]3CCNC3)o2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x7f501a23ef20>,<rdkit.Chem.rdchem.Mol object at 0x7f501a4c9710>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f71170>,[10],<rdkit.Chem.rdchem.Mol object at 0x7f501b332700>,CHEMBL3436820,20899119.0,CHEMBL4649965,F,,=,%,-12.47,CHEMBL4105939,Percent Effect,%,-12.4709950407207,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG074,c1cc(-c2nnc([C@H]3CCNC3)o2)ccn1,c1cc(-c2nnc([C@H]3CCN(C4CCOCC4)C3)o2)ccn1,NAT31-459188,c1cc(-c2nnc([C@H]3CCNC3)o2)ccn1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0a76f0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a4cbc90>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f726b0>,[10],<rdkit.Chem.rdchem.Mol object at 0x7f501b333060>,CHEMBL3436822,21855778.0,CHEMBL4649965,F,,=,%,-8.276,CHEMBL4105939,Percent Effect,%,-8.27608171436371,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,CS(=O)(=O)N1CC[C@H](c2nc3ccc(C(F)(F)F)cc3[nH]2)C1,NAT31-455111,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0f8d60>,<rdkit.Chem.rdchem.Mol object at 0x7f501a54e4d0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019dcbe70>,"[1, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501b374e00>,CHEMBL3437556,22014536.0,CHEMBL4649965,F,,=,%,-1.219,CHEMBL4105939,Percent Effect,%,-1.21917040358744,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,Cc1ccc2[nH]c([C@H]3CCN(CC4CCCCC4)C3)nc2c1,NAT31-457143,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0f9a80>,<rdkit.Chem.rdchem.Mol object at 0x7f501a398090>,<rdkit.Chem.rdchem.Mol object at 0x7f5019dc89a0>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501b375a80>,CHEMBL3436799,21537168.0,CHEMBL4649965,F,,=,%,-5.685,CHEMBL4105939,Percent Effect,%,-5.68479073243647,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,Fc1ccc2[nH]c([C@H]3CCN(C4CCOCC4)C3)nc2c1,NAT31-457227,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a129260>,<rdkit.Chem.rdchem.Mol object at 0x7f501a39a570>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df7d80>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501b376d40>,CHEMBL3436869,20899154.0,CHEMBL4649965,F,,=,%,-2.592,CHEMBL4105939,Percent Effect,%,-2.59248878923767,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,FC(F)(F)c1ccc2nc([C@H]3CCN(C4CCC4)C3)[nH]c2c1,NAT31-457555,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a12ab60>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3d9530>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df49a0>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0540>,CHEMBL3437380,20899127.0,CHEMBL4649965,F,,=,%,4.676,CHEMBL4105939,Percent Effect,%,4.675822122571,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,FC(F)(F)c1ccc2nc([C@H]3CCN(C4CCCCC4)C3)[nH]c2c1,NAT31-457557,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a12b2e0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3d97b0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df4d60>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0680>,CHEMBL3437328,21058587.0,CHEMBL4649965,F,,=,%,-24.74,CHEMBL4105939,Percent Effect,%,-24.743086696562,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,CN1CCC(N2CC[C@H](c3nc4ccc(C(F)(F)F)cc4[nH]3)C2)CC1,NAT31-457573,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a157d80>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3da070>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df5a80>,"[1, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0ae0>,CHEMBL3437559,21855811.0,CHEMBL4649965,F,,=,%,-35.8,CHEMBL4105939,Percent Effect,%,-35.7950298953662,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,FC(F)(F)c1ccc2nc([C@H]3CCN(C4CCOCC4)C3)[nH]c2c1,NAT31-457581,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1577e0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3da890>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df6200>,"[0, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0d60>,CHEMBL3437560,20899152.0,CHEMBL4649965,F,,=,%,-29.57,CHEMBL4105939,Percent Effect,%,-29.5730568011958,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,CC(C)N1CC[C@H](c2nc3ccc(C(F)(F)F)cc3[nH]2)C1,NAT31-457588,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a157240>,<rdkit.Chem.rdchem.Mol object at 0x7f501bc2b010>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df6980>,"[1, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec0fe0>,CHEMBL3437327,21377670.0,CHEMBL4649965,F,,=,%,-4.349,CHEMBL4105939,Percent Effect,%,-4.34884155455904,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG134,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,COc1ccc(CN2CC[C@H](c3nc4cccc(C(N)=O)c4[nH]3)C2)cc1,NAT31-470153,c1ccc2[nH]c([C@H]3CCNC3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f501a156e30>,<rdkit.Chem.rdchem.Mol object at 0x7f501a45c3b0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019e207c0>,"[2, 9]",<rdkit.Chem.rdchem.Mol object at 0x7f501aec2f20>,CHEMBL3437366,21218441.0,CHEMBL4649965,F,,=,%,5.199,CHEMBL4105939,Percent Effect,%,5.19918051445481,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG145,Clc1ccc(-c2c[nH]c([C@@H]3COCCN3)n2)s1,CC(=O)N1CCC(N2CCOC[C@H]2c2nc(-c3ccc(Cl)s3)c[nH]2)CC1,NAT41-530308,Clc1ccc(-c2c[nH]c([C@@H]3COCCN3)n2)s1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1806d0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a41f6f0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019e4e160>,[14],<rdkit.Chem.rdchem.Mol object at 0x7f501af00c20>,CHEMBL3437292,22014497.0,CHEMBL4649965,F,,=,%,-13.18,CHEMBL4105939,Percent Effect,%,-13.1807634560262,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG168,NC[C@H]1O[C@H](Cc2cc(-c3ccccc3)on2)CC[C@@H]1O,O[C@H]1CC[C@@H](Cc2cc(-c3ccccc3)on2)O[C@@H]1CNCC1CC1,NAT12-540553,NC[C@H]1O[C@H](Cc2cc(-c3ccccc3)on2)CC[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f501a2a6890>,<rdkit.Chem.rdchem.Mol object at 0x7f501a732d90>,<rdkit.Chem.rdchem.Mol object at 0x7f5019fdf510>,[0],<rdkit.Chem.rdchem.Mol object at 0x7f501af03740>,CHEMBL3437354,21058720.0,CHEMBL4649965,F,,=,%,-34.5,CHEMBL4105939,Percent Effect,%,-34.5045045045045,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG236,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,CC(C)CN1CCOC[C@H](Oc2ccc(S(C)(=O)=O)cc2)C1,NAT47-552461,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0a67f0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a39bf10>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df5710>,[11],<rdkit.Chem.rdchem.Mol object at 0x7f501af84180>,CHEMBL3437176,21218505.0,CHEMBL4649965,F,,=,%,26.59,CHEMBL4105939,Percent Effect,%,26.5945945945946,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG236,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,Cc1nc(C)c(CN2CCOC[C@H](Oc3ccc(S(C)(=O)=O)cc3)C2)s1,NAT47-552478,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a214ea0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3d86d0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df4810>,[11],<rdkit.Chem.rdchem.Mol object at 0x7f501af84400>,CHEMBL3437308,21377789.0,CHEMBL4649965,F,,=,%,6.108,CHEMBL4105939,Percent Effect,%,6.10810810810811,Homologous single protein target assigned,8,Mycobacterium tuberculosis Polyketide synthase 13 Thioesterase (PKS13),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Polyketide synthase Pks13,SINGLE PROTEIN
FRG001,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,O[C@@H]1C[C@@H](c2nc(-c3ccc(F)cc3)no2)N(C2CCOCC2)C1,NAT18-349780,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1ba250>,<rdkit.Chem.rdchem.Mol object at 0x7f501abc71a0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a08cb80>,[3],<rdkit.Chem.rdchem.Mol object at 0x7f501b56aac0>,CHEMBL3437454,21406245.0,CHEMBL4649972,F,,=,%,-5.977,CHEMBL4662931,Percent Effect,%,-5.97711777031297,Homologous protein complex subunits assigned,6,in vitro assay to detect presence of AMC directly proportional to the activity of ClpP1P2.  GHDDI collaboration.,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),ClpP1P2,PROTEIN COMPLEX
FRG001,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,Cc1ccc(CN2C[C@H](O)C[C@H]2c2nc(-c3ccc(F)cc3)no2)cc1,NAT18-349783,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1b9cb0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a6f5ad0>,<rdkit.Chem.rdchem.Mol object at 0x7f501bc740e0>,[3],<rdkit.Chem.rdchem.Mol object at 0x7f501b56a7a0>,CHEMBL3437550,21563765.0,CHEMBL4649972,F,,=,%,-6.331,CHEMBL4662931,Percent Effect,%,-6.33055212842335,Homologous protein complex subunits assigned,6,in vitro assay to detect presence of AMC directly proportional to the activity of ClpP1P2.  GHDDI collaboration.,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),ClpP1P2,PROTEIN COMPLEX
FRG009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CC(C)N1C[C@H](O)C[C@H]1c1nc(-c2ccc(OC(F)(F)F)cc2)no1,NAT18-348779,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1ebba0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a731f30>,<rdkit.Chem.rdchem.Mol object at 0x7f5019ebd7b0>,"[0, 15]",<rdkit.Chem.rdchem.Mol object at 0x7f501b523a60>,CHEMBL3436907,20900547.0,CHEMBL4649972,F,,=,%,-0.2845,CHEMBL4662931,Percent Effect,%,-0.28451735192578,Homologous protein complex subunits assigned,6,in vitro assay to detect presence of AMC directly proportional to the activity of ClpP1P2.  GHDDI collaboration.,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),ClpP1P2,PROTEIN COMPLEX
FRG009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3C3CCCCC3)n2)cc1,NAT18-349420,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1e9170>,<rdkit.Chem.rdchem.Mol object at 0x7f501a7330b0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019ebf790>,[15],<rdkit.Chem.rdchem.Mol object at 0x7f501b522480>,CHEMBL3437576,21260154.0,CHEMBL4649972,F,,=,%,-5.672,CHEMBL4662931,Percent Effect,%,-5.67193268367313,Homologous protein complex subunits assigned,6,in vitro assay to detect presence of AMC directly proportional to the activity of ClpP1P2.  GHDDI collaboration.,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),ClpP1P2,PROTEIN COMPLEX
FRG009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CN1C[C@H](O)C[C@H]1c1nc(-c2ccc3c(c2)OCO3)no1,NAT18-381860,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a1ead40>,<rdkit.Chem.rdchem.Mol object at 0x7f501a7757b0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019ebf740>,"[0, 15, 18]",<rdkit.Chem.rdchem.Mol object at 0x7f501b521120>,CHEMBL3437452,21699534.0,CHEMBL4649972,F,,=,%,-17.94,CHEMBL4662931,Percent Effect,%,-17.9417493925256,Homologous protein complex subunits assigned,6,in vitro assay to detect presence of AMC directly proportional to the activity of ClpP1P2.  GHDDI collaboration.,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),ClpP1P2,PROTEIN COMPLEX
